OrderID,OrderDate,CustomerID,ProductID,Quantity,TotalAmount,PaymentMethod
ORD1091,25:32.9,CUST128,PROD206,1,22.53,Debit Card
ORD1092,11:19.4,CUST140,PROD248,3,55.77,Credit Card
ORD1093,57:05.9,CUST160,PROD244,2,288.84,Debit Card
ORD1094,42:52.5,CUST129,PROD247,1,188.13,Debit Card
ORD1095,28:39.0,CUST115,PROD238,3,497.41,Credit Card
ORD1096,14:25.5,CUST176,PROD239,3,245.97,PayPal
ORD1097,00:12.0,CUST173,PROD200,2,309.9,Credit Card
ORD1098,45:58.5,CUST198,PROD211,4,410.83,Debit Card
ORD1099,31:45.0,CUST193,PROD220,4,109.49,Credit Card
ORD1100,17:31.6,CUST161,PROD215,4,420.73,PayPal
ORD1101,03:18.1,CUST191,PROD223,1,462.92,Debit Card
ORD1102,49:04.6,CUST155,PROD227,3,472.72,Credit Card
ORD1103,34:51.1,CUST182,PROD210,1,289.96,Credit Card
ORD1104,20:37.6,CUST164,PROD244,3,460.79,PayPal
ORD1105,06:24.1,CUST132,PROD245,4,371.8,PayPal
ORD1106,52:10.6,CUST150,PROD201,3,166.73,Debit Card
ORD1107,37:57.2,CUST173,PROD248,4,304.2,Credit Card
ORD1108,23:43.7,CUST126,PROD249,3,35.94,PayPal
ORD1109,09:30.2,CUST108,PROD235,1,45.3,Debit Card
ORD1110,55:16.7,CUST113,PROD232,3,188.48,PayPal
ORD1111,41:03.2,CUST166,PROD241,2,353.14,Credit Card
ORD1112,26:49.7,CUST115,PROD246,4,107.26,Credit Card
ORD1113,12:36.3,CUST146,PROD206,3,255.15,Debit Card
ORD1114,58:22.8,CUST111,PROD250,2,324.64,Credit Card
ORD1115,44:09.3,CUST192,PROD200,4,71.74,Credit Card
ORD1116,29:55.8,CUST102,PROD213,2,222.62,Debit Card
ORD1117,15:42.3,CUST153,PROD207,4,144.95,PayPal
ORD1118,01:28.8,CUST121,PROD214,2,295.56,Credit Card
ORD1119,47:15.3,CUST117,PROD211,1,225.79,Debit Card
ORD1120,33:01.9,CUST126,PROD225,3,370.13,Credit Card
ORD1121,18:48.4,CUST163,PROD238,1,271.07,Credit Card
ORD1122,04:34.9,CUST110,PROD202,3,336.56,PayPal
ORD1123,50:21.4,CUST182,PROD239,3,467.37,Credit Card
ORD1124,36:07.9,CUST131,PROD229,4,123.92,PayPal
ORD1125,21:54.4,CUST159,PROD245,2,106.92,Credit Card
ORD1126,07:41.0,CUST103,PROD242,3,40.07,Debit Card
ORD1127,53:27.5,CUST162,PROD247,2,48.88,Credit Card
ORD1128,39:14.0,CUST195,PROD225,3,44.3,PayPal
ORD1129,25:00.5,CUST142,PROD243,2,69.43,Credit Card
ORD1130,10:47.0,CUST138,PROD209,1,56.19,Credit Card
ORD1131,56:33.5,CUST153,PROD217,1,474.86,Credit Card
ORD1132,42:20.0,CUST101,PROD248,1,187.17,PayPal
ORD1133,28:06.6,CUST176,PROD234,3,101.59,Debit Card
ORD1134,13:53.1,CUST171,PROD205,3,219.96,Credit Card
ORD1135,59:39.6,CUST126,PROD205,2,96.39,PayPal
ORD1136,45:26.1,CUST165,PROD203,2,499.68,Credit Card
ORD1137,31:12.6,CUST116,PROD211,4,152.68,Debit Card
ORD1138,16:59.1,CUST179,PROD210,4,398.32,Debit Card
ORD1139,02:45.7,CUST137,PROD229,1,250.45,Debit Card
ORD1140,48:32.2,CUST121,PROD233,4,323.14,PayPal
ORD1141,34:18.7,CUST180,PROD220,3,396.57,PayPal
ORD1142,20:05.2,CUST146,PROD223,3,398.94,Debit Card
ORD1143,05:51.7,CUST136,PROD234,2,284.02,Debit Card
ORD1144,51:38.2,CUST117,PROD203,2,447.52,Credit Card
ORD1145,37:24.7,CUST119,PROD224,3,152.15,Credit Card
ORD1146,23:11.3,CUST111,PROD237,1,94.17,Credit Card
ORD1147,08:57.8,CUST108,PROD212,3,292.95,Debit Card
ORD1148,54:44.3,CUST187,PROD216,3,228.27,Debit Card
ORD1149,40:30.8,CUST151,PROD225,3,81.15,Debit Card
ORD1150,26:17.3,CUST134,PROD210,1,271.44,PayPal
ORD1151,12:03.8,CUST166,PROD232,3,170.04,Debit Card
ORD1152,57:50.4,CUST108,PROD215,3,337.14,Credit Card
ORD1153,43:36.9,CUST195,PROD235,4,297.85,Debit Card
ORD1154,29:23.4,CUST114,PROD248,1,373.89,Debit Card
ORD1155,15:09.9,CUST153,PROD222,2,34.13,PayPal
ORD1156,00:56.4,CUST126,PROD229,2,96.25,PayPal
ORD1157,46:42.9,CUST131,PROD204,2,204.87,PayPal
ORD1158,32:29.4,CUST183,PROD234,3,479.78,Credit Card
ORD1159,18:16.0,CUST131,PROD211,3,407.43,Credit Card
ORD1160,04:02.5,CUST143,PROD211,3,184.72,Debit Card
ORD1161,49:49.0,CUST197,PROD224,2,342.25,Credit Card
ORD1162,35:35.5,CUST175,PROD223,4,35.96,PayPal
ORD1163,21:22.0,CUST130,PROD229,1,337.05,Debit Card
ORD1164,07:08.5,CUST103,PROD231,3,455.07,Debit Card
ORD1165,52:55.1,CUST181,PROD207,2,212.23,Credit Card
ORD1166,38:41.6,CUST154,PROD200,4,113.29,Debit Card
ORD1167,24:28.1,CUST177,PROD235,2,339.7,Debit Card
ORD1168,10:14.6,CUST197,PROD239,2,267.31,Debit Card
ORD1169,56:01.1,CUST177,PROD246,4,74.34,PayPal
ORD1170,41:47.6,CUST148,PROD211,1,208.17,Debit Card
ORD1171,27:34.2,CUST169,PROD243,2,245.81,Credit Card
ORD1172,13:20.7,CUST140,PROD225,3,115.59,PayPal
ORD1173,59:07.2,CUST105,PROD250,2,105.33,Debit Card
ORD1174,44:53.7,CUST119,PROD227,4,439.27,Credit Card
ORD1175,30:40.2,CUST163,PROD242,3,215.88,Debit Card
ORD1176,16:26.7,CUST143,PROD212,3,138.17,Credit Card
ORD1177,02:13.2,CUST177,PROD234,3,218.04,Debit Card
ORD1178,47:59.8,CUST166,PROD236,1,158.32,Credit Card
ORD1179,33:46.3,CUST100,PROD225,2,95.59,PayPal
ORD1180,19:32.8,CUST159,PROD209,2,32.22,PayPal
ORD1181,05:19.3,CUST161,PROD224,2,151.94,Credit Card
ORD1182,51:05.8,CUST171,PROD226,2,66.18,Credit Card
ORD1183,36:52.3,CUST108,PROD225,2,411.47,PayPal
ORD1184,22:38.9,CUST147,PROD244,3,433.82,Debit Card
ORD1185,08:25.4,CUST147,PROD234,1,64.59,Debit Card
ORD1186,54:11.9,CUST171,PROD230,1,175.08,Debit Card
ORD1187,39:58.4,CUST170,PROD200,2,23.01,Credit Card
ORD1188,25:44.9,CUST144,PROD220,2,386.53,Credit Card
ORD1189,11:31.4,CUST177,PROD204,2,367.08,Debit Card
ORD1190,57:17.9,CUST179,PROD239,1,315.19,Debit Card
ORD1191,43:04.5,CUST160,PROD232,2,76.45,Credit Card
ORD1192,28:51.0,CUST170,PROD207,2,434.95,PayPal
ORD1193,14:37.5,CUST161,PROD236,2,457.21,Debit Card
ORD1194,00:24.0,CUST159,PROD246,4,94.45,Credit Card
ORD1195,46:10.5,CUST116,PROD224,4,470.03,Credit Card
ORD1196,31:57.0,CUST133,PROD201,2,78.45,PayPal
ORD1197,17:43.6,CUST129,PROD229,1,275.7,Debit Card
ORD1198,03:30.1,CUST117,PROD209,2,372.64,Credit Card
ORD1199,49:16.6,CUST198,PROD224,4,376.92,Credit Card
ORD1200,35:03.1,CUST178,PROD205,4,297.57,Debit Card
ORD1201,20:49.6,CUST129,PROD208,2,390.26,PayPal
ORD1202,06:36.1,CUST102,PROD209,1,364.21,Credit Card
ORD1203,52:22.6,CUST120,PROD221,2,384.64,Debit Card
ORD1204,38:09.2,CUST175,PROD239,1,329.47,Debit Card
ORD1205,23:55.7,CUST123,PROD238,2,89.37,Debit Card
ORD1206,09:42.2,CUST167,PROD211,1,64.19,Debit Card
ORD1207,55:28.7,CUST158,PROD223,3,235.7,PayPal
ORD1208,41:15.2,CUST108,PROD249,4,160.49,PayPal
ORD1209,27:01.7,CUST197,PROD235,2,271.31,Debit Card
ORD1210,12:48.3,CUST156,PROD240,4,144.25,Credit Card
ORD1211,58:34.8,CUST109,PROD212,2,143.31,PayPal
ORD1212,44:21.3,CUST182,PROD203,3,494.06,Credit Card
ORD1213,30:07.8,CUST147,PROD208,2,60.76,Debit Card
ORD1214,15:54.3,CUST128,PROD213,3,414.85,Debit Card
ORD1215,01:40.8,CUST100,PROD238,2,411.5,PayPal
ORD1216,47:27.3,CUST181,PROD238,1,101.89,Debit Card
ORD1217,33:13.9,CUST100,PROD212,1,450.41,PayPal
ORD1218,19:00.4,CUST179,PROD237,3,265.6,Credit Card
ORD1219,04:46.9,CUST124,PROD232,1,285.67,PayPal
ORD1220,50:33.4,CUST107,PROD241,3,455.78,Credit Card
ORD1221,36:19.9,CUST179,PROD216,4,246.86,Credit Card
ORD1222,22:06.4,CUST188,PROD202,1,52.67,Debit Card
ORD1223,07:53.0,CUST178,PROD235,1,471.66,Debit Card
ORD1224,53:39.5,CUST106,PROD241,2,96.83,Debit Card
ORD1225,39:26.0,CUST170,PROD200,1,346.77,PayPal
ORD1226,25:12.5,CUST183,PROD233,1,337.5,Debit Card
ORD1227,10:59.0,CUST114,PROD217,4,50.95,PayPal
ORD1228,56:45.5,CUST145,PROD241,4,353.69,Credit Card
ORD1229,42:32.1,CUST188,PROD212,4,355.95,Debit Card
ORD1230,28:18.6,CUST150,PROD240,1,458.2,Credit Card
ORD1231,14:05.1,CUST155,PROD234,1,215.64,Debit Card
ORD1232,59:51.6,CUST161,PROD200,1,189.01,Debit Card
ORD1233,45:38.1,CUST127,PROD219,1,416.79,Credit Card
ORD1234,31:24.6,CUST107,PROD200,1,403.45,PayPal
ORD1235,17:11.1,CUST103,PROD217,2,48.22,PayPal
ORD1236,02:57.7,CUST140,PROD240,3,145.72,Credit Card
ORD1237,48:44.2,CUST107,PROD203,1,68.08,Debit Card
ORD1238,34:30.7,CUST193,PROD212,1,171.89,Credit Card
ORD1239,20:17.2,CUST132,PROD213,3,424.45,PayPal
ORD1240,06:03.7,CUST141,PROD213,3,380.56,PayPal
ORD1241,51:50.2,CUST173,PROD238,1,448.76,PayPal
ORD1242,37:36.8,CUST165,PROD214,1,253.8,Debit Card
ORD1243,23:23.3,CUST111,PROD205,4,244.48,PayPal
ORD1244,09:09.8,CUST179,PROD241,3,432.23,PayPal
ORD1245,54:56.3,CUST100,PROD206,4,364.05,Debit Card
ORD1246,40:42.8,CUST106,PROD250,3,128.95,Credit Card
ORD1247,26:29.3,CUST196,PROD248,1,414.36,Debit Card
ORD1248,12:15.8,CUST181,PROD239,2,33.89,PayPal
ORD1249,58:02.4,CUST138,PROD203,4,435.78,PayPal
ORD1250,43:48.9,CUST154,PROD224,1,40.47,PayPal
ORD1251,29:35.4,CUST140,PROD203,2,215.76,Credit Card
ORD1252,15:21.9,CUST137,PROD230,4,52.4,Debit Card
ORD1253,01:08.4,CUST187,PROD215,4,315.71,Credit Card
ORD1254,46:54.9,CUST173,PROD249,2,151.87,Credit Card
ORD1255,32:41.5,CUST148,PROD247,2,62.62,PayPal
ORD1256,18:28.0,CUST127,PROD224,4,381.82,Credit Card
ORD1257,04:14.5,CUST162,PROD234,2,409.03,Debit Card
ORD1258,50:01.0,CUST135,PROD250,1,40.41,Debit Card
ORD1259,35:47.5,CUST168,PROD211,4,92.19,PayPal
ORD1260,21:34.0,CUST103,PROD245,1,234.62,PayPal
ORD1261,07:20.5,CUST121,PROD238,4,496.54,Debit Card
ORD1262,53:07.1,CUST101,PROD215,4,313.79,Debit Card
ORD1263,38:53.6,CUST140,PROD241,1,124.53,Debit Card
ORD1264,24:40.1,CUST102,PROD206,2,307.79,Debit Card
ORD1265,10:26.6,CUST122,PROD213,4,461.94,Debit Card
ORD1266,56:13.1,CUST115,PROD204,1,367.96,Credit Card
ORD1267,41:59.6,CUST172,PROD242,4,244.23,Credit Card
ORD1268,27:46.2,CUST142,PROD220,2,314.67,Credit Card
ORD1269,13:32.7,CUST132,PROD224,2,354.75,PayPal
ORD1270,59:19.2,CUST155,PROD206,1,183.25,PayPal
ORD1271,45:05.7,CUST164,PROD218,1,157.6,Credit Card
ORD1272,30:52.2,CUST153,PROD219,2,288.8,Credit Card
ORD1273,16:38.7,CUST184,PROD220,2,129.17,Credit Card
ORD1274,02:25.2,CUST139,PROD240,3,494.82,Credit Card
ORD1275,48:11.8,CUST118,PROD245,1,31.74,PayPal
ORD1276,33:58.3,CUST113,PROD249,4,333.22,Credit Card
ORD1277,19:44.8,CUST174,PROD240,1,482.08,PayPal
ORD1278,05:31.3,CUST128,PROD206,4,128.04,Debit Card
ORD1279,51:17.8,CUST165,PROD228,2,83.32,Credit Card
ORD1280,37:04.3,CUST173,PROD244,1,227.32,Credit Card
ORD1281,22:50.9,CUST145,PROD242,4,203.02,Debit Card
ORD1282,08:37.4,CUST137,PROD232,4,165.51,Debit Card
ORD1283,54:23.9,CUST184,PROD216,2,330.54,PayPal
ORD1284,40:10.4,CUST134,PROD211,1,439.23,Debit Card
ORD1285,25:56.9,CUST168,PROD212,4,60.82,Credit Card
ORD1286,11:43.4,CUST172,PROD200,4,376.38,Debit Card
ORD1287,57:29.9,CUST135,PROD202,3,145.41,Debit Card
ORD1288,43:16.5,CUST197,PROD232,3,326.51,Debit Card
ORD1289,29:03.0,CUST197,PROD208,3,305.95,Credit Card
ORD1290,14:49.5,CUST109,PROD248,4,360.18,Credit Card
ORD1291,00:36.0,CUST137,PROD244,2,137.44,PayPal
ORD1292,46:22.5,CUST135,PROD210,1,329.93,Credit Card
ORD1293,32:09.0,CUST133,PROD229,1,202.42,Debit Card
ORD1294,17:55.6,CUST180,PROD232,2,472.58,Debit Card
ORD1295,03:42.1,CUST158,PROD239,3,282.51,PayPal
ORD1296,49:28.6,CUST180,PROD215,4,256.55,PayPal
ORD1297,35:15.1,CUST152,PROD215,2,77.56,Credit Card
ORD1298,21:01.6,CUST199,PROD231,3,160.82,Credit Card
ORD1299,06:48.1,CUST114,PROD212,4,369.48,Credit Card
ORD1300,52:34.7,CUST131,PROD208,1,420.98,PayPal
ORD1301,38:21.2,CUST110,PROD220,1,51.02,Credit Card
ORD1302,24:07.7,CUST191,PROD237,3,476.12,PayPal
ORD1303,09:54.2,CUST159,PROD243,3,409.26,PayPal
ORD1304,55:40.7,CUST196,PROD244,2,301.14,Debit Card
ORD1305,41:27.2,CUST155,PROD226,2,348.7,PayPal
ORD1306,27:13.7,CUST152,PROD229,2,126.07,PayPal
ORD1307,13:00.3,CUST154,PROD250,4,48.62,Credit Card
ORD1308,58:46.8,CUST165,PROD233,2,68.2,PayPal
ORD1309,44:33.3,CUST130,PROD226,4,406.96,Debit Card
ORD1310,30:19.8,CUST180,PROD233,2,283.35,PayPal
ORD1311,16:06.3,CUST190,PROD225,1,37.3,Credit Card
ORD1312,01:52.8,CUST120,PROD239,1,207.51,Credit Card
ORD1313,47:39.4,CUST149,PROD204,1,422.83,PayPal
ORD1314,33:25.9,CUST100,PROD229,3,144.62,Credit Card
ORD1315,19:12.4,CUST111,PROD218,2,247.26,Debit Card
ORD1316,04:58.9,CUST116,PROD230,4,463.04,Credit Card
ORD1317,50:45.4,CUST105,PROD241,2,105.66,PayPal
ORD1318,36:31.9,CUST185,PROD206,2,489.06,PayPal
ORD1319,22:18.4,CUST184,PROD201,3,52.11,PayPal
ORD1320,08:05.0,CUST170,PROD212,1,174.75,PayPal
ORD1321,53:51.5,CUST170,PROD226,3,205.83,PayPal
ORD1322,39:38.0,CUST198,PROD221,4,134.21,Credit Card
ORD1323,25:24.5,CUST178,PROD248,2,246.81,Debit Card
ORD1324,11:11.0,CUST126,PROD213,2,268.35,Debit Card
ORD1325,56:57.5,CUST120,PROD223,2,406.71,Debit Card
ORD1326,42:44.1,CUST140,PROD228,4,424.26,Credit Card
ORD1327,28:30.6,CUST106,PROD214,1,57.21,PayPal
ORD1328,14:17.1,CUST183,PROD208,1,234.45,Debit Card
ORD1329,00:03.6,CUST155,PROD215,3,351.68,Debit Card
ORD1330,45:50.1,CUST163,PROD230,4,388.99,Debit Card
ORD1331,31:36.6,CUST102,PROD248,4,468.45,PayPal
ORD1332,17:23.1,CUST186,PROD221,1,439.74,Debit Card
ORD1333,03:09.7,CUST192,PROD209,4,327.02,PayPal
ORD1334,48:56.2,CUST102,PROD237,1,340.22,Credit Card
ORD1335,34:42.7,CUST152,PROD248,3,247.42,Credit Card
ORD1336,20:29.2,CUST112,PROD229,2,309.48,PayPal
ORD1337,06:15.7,CUST145,PROD240,3,186.17,Credit Card
ORD1338,52:02.2,CUST192,PROD203,1,123.1,PayPal
ORD1339,37:48.8,CUST104,PROD218,4,157.17,Credit Card
ORD1340,23:35.3,CUST124,PROD216,4,268.25,Debit Card
ORD1341,09:21.8,CUST183,PROD230,3,357.12,PayPal
ORD1342,55:08.3,CUST161,PROD243,2,314.61,Credit Card
ORD1343,40:54.8,CUST130,PROD245,1,372.12,PayPal
ORD1344,26:41.3,CUST164,PROD237,4,465.61,PayPal
ORD1345,12:27.8,CUST196,PROD228,1,127.27,PayPal
ORD1346,58:14.4,CUST110,PROD250,4,474.15,Credit Card
ORD1347,44:00.9,CUST133,PROD213,2,350.78,Credit Card
ORD1348,29:47.4,CUST121,PROD202,1,369.08,Credit Card
ORD1349,15:33.9,CUST162,PROD248,3,394.69,Debit Card
ORD1350,01:20.4,CUST129,PROD225,3,266.94,Credit Card
ORD1351,47:06.9,CUST155,PROD218,3,276.14,PayPal
ORD1352,32:53.5,CUST182,PROD208,4,132.41,Credit Card
ORD1353,18:40.0,CUST124,PROD238,2,127.92,PayPal
ORD1354,04:26.5,CUST172,PROD226,3,478.21,Debit Card
ORD1355,50:13.0,CUST177,PROD223,1,220.5,PayPal
ORD1356,35:59.5,CUST174,PROD204,4,172.3,Credit Card
ORD1357,21:46.0,CUST144,PROD223,2,264.17,PayPal
ORD1358,07:32.6,CUST146,PROD224,2,266.8,Credit Card
ORD1359,53:19.1,CUST166,PROD208,4,332.59,PayPal
ORD1360,39:05.6,CUST181,PROD216,1,210.04,Credit Card
ORD1361,24:52.1,CUST125,PROD223,3,383.73,PayPal
ORD1362,10:38.6,CUST125,PROD222,4,472.66,PayPal
ORD1363,56:25.1,CUST183,PROD215,4,211.33,PayPal
ORD1364,42:11.6,CUST137,PROD246,3,295.9,PayPal
ORD1365,27:58.2,CUST196,PROD213,4,337.96,PayPal
ORD1366,13:44.7,CUST195,PROD200,3,231.49,PayPal
ORD1367,59:31.2,CUST160,PROD226,2,329.91,Debit Card
ORD1368,45:17.7,CUST197,PROD215,2,338.2,PayPal
ORD1369,31:04.2,CUST171,PROD200,2,181.84,Credit Card
ORD1370,16:50.7,CUST122,PROD235,2,286.41,Debit Card
ORD1371,02:37.3,CUST128,PROD210,2,376.82,Credit Card
ORD1372,48:23.8,CUST112,PROD223,1,78,PayPal
ORD1373,34:10.3,CUST109,PROD235,4,291.52,Debit Card
ORD1374,19:56.8,CUST171,PROD218,2,47.22,Credit Card
ORD1375,05:43.3,CUST143,PROD248,3,384.68,Credit Card
ORD1376,51:29.8,CUST148,PROD211,2,431.85,Credit Card
ORD1377,37:16.3,CUST152,PROD237,2,133.27,Credit Card
ORD1378,23:02.9,CUST178,PROD214,3,104.35,Credit Card
ORD1379,08:49.4,CUST172,PROD224,3,352.96,PayPal
ORD1380,54:35.9,CUST174,PROD206,1,205.79,Debit Card
ORD1381,40:22.4,CUST197,PROD213,2,429.36,PayPal
ORD1382,26:08.9,CUST136,PROD229,2,173.29,PayPal
ORD1383,11:55.4,CUST157,PROD200,2,88.56,Credit Card
ORD1384,57:42.0,CUST161,PROD208,3,132.23,Credit Card
ORD1385,43:28.5,CUST144,PROD221,2,241.85,PayPal
ORD1386,29:15.0,CUST138,PROD246,2,263.11,PayPal
ORD1387,15:01.5,CUST153,PROD201,1,276.71,PayPal
ORD1388,00:48.0,CUST122,PROD202,4,487.21,Debit Card
ORD1389,46:34.5,CUST155,PROD224,2,340.46,PayPal
ORD1390,32:21.0,CUST195,PROD245,2,151.76,Credit Card
ORD1391,18:07.6,CUST161,PROD220,2,224.7,Credit Card
ORD1392,03:54.1,CUST153,PROD242,2,235.03,PayPal
ORD1393,49:40.6,CUST193,PROD229,4,230.62,Debit Card
ORD1394,35:27.1,CUST113,PROD246,2,315.78,Credit Card
ORD1395,21:13.6,CUST160,PROD227,1,478.24,Debit Card
ORD1396,07:00.1,CUST160,PROD233,4,103.48,Credit Card
ORD1397,52:46.7,CUST193,PROD246,1,108.83,PayPal
ORD1398,38:33.2,CUST152,PROD220,4,383.55,Debit Card
ORD1399,24:19.7,CUST136,PROD208,2,447.16,PayPal
ORD1400,10:06.2,CUST101,PROD213,1,284.98,Debit Card
ORD1401,55:52.7,CUST124,PROD230,3,38.93,PayPal
ORD1402,41:39.2,CUST199,PROD241,3,421.8,Credit Card
ORD1403,27:25.7,CUST183,PROD213,3,113.29,Debit Card
ORD1404,13:12.3,CUST138,PROD202,1,380.93,Credit Card
ORD1405,58:58.8,CUST177,PROD229,3,206.34,Debit Card
ORD1406,44:45.3,CUST161,PROD205,2,398.35,Credit Card
ORD1407,30:31.8,CUST178,PROD225,2,293.21,PayPal
ORD1408,16:18.3,CUST178,PROD244,3,278.63,PayPal
ORD1409,02:04.8,CUST152,PROD213,4,279.13,PayPal
ORD1410,47:51.4,CUST142,PROD245,3,424.58,PayPal
ORD1411,33:37.9,CUST137,PROD213,2,335.55,Credit Card
ORD1412,19:24.4,CUST169,PROD204,1,438.7,Credit Card
